draw_date,winning_numbers,mega_ball,multiplier,pick5_1,pick5_2,pick5_3,pick5_4,pick5_5
2021-02-09,07 18 21 31 40,9,4,7,18,21,31,40
2021-02-05,14 17 28 29 44,2,4,14,17,28,29,44
2021-02-02,13 37 38 40 67,10,2,13,37,38,40,67
2021-01-29,04 44 58 59 70,3,3,4,44,58,59,70
2021-01-26,29 49 56 66 67,24,3,29,49,56,66,67
2021-01-22,04 26 42 50 60,24,2,4,26,42,50,60
2021-01-19,10 19 26 28 50,16,2,10,19,26,28,50
2021-01-15,03 11 12 38 43,15,4,3,11,12,38,43
2021-01-12,12 14 26 28 33,9,2,12,14,26,28,33
2021-01-08,03 06 16 18 58,11,2,3,6,16,18,58
2021-01-05,20 43 51 55 57,4,2,20,43,51,55,57
2021-01-01,08 24 53 68 69,7,5,8,24,53,68,69
2020-12-29,01 31 35 48 62,19,3,1,31,35,48,62
2020-12-25,17 23 36 69 70,19,2,17,23,36,69,70
2020-12-22,29 53 56 59 67,21,2,29,53,56,59,67
2020-12-18,07 15 25 51 60,5,3,7,15,25,51,60
2020-12-15,01 10 18 20 46,15,2,1,10,18,20,46
2020-12-11,19 31 37 55 67,25,4,19,31,37,55,67
2020-12-08,15 19 33 39 68,25,3,15,19,33,39,68
2020-12-04,03 19 24 44 50,8,3,3,19,24,44,50
2020-12-01,07 33 53 61 65,14,2,7,33,53,61,65
2020-11-27,04 10 27 35 58,10,2,4,10,27,35,58
2020-11-24,09 15 34 61 64,6,2,9,15,34,61,64
2020-11-20,26 33 45 61 68,17,3,26,33,45,61,68
2020-11-17,08 13 35 46 68,16,3,8,13,35,46,68
2020-11-13,06 07 14 28 59,7,2,6,7,14,28,59
2020-11-10,23 45 53 58 62,13,5,23,45,53,58,62
2020-11-06,18 24 27 34 60,2,2,18,24,27,34,60
2020-11-03,07 31 44 45 55,19,3,7,31,44,45,55
2020-10-30,14 19 34 39 59,11,2,14,19,34,39,59
2020-10-27,06 13 34 46 62,1,3,6,13,34,46,62
2020-10-23,18 34 44 60 69,22,2,18,34,44,60,69
2020-10-20,46 54 57 58 66,10,3,46,54,57,58,66
2020-10-16,27 32 50 52 57,12,5,27,32,50,52,57
2020-10-13,11 44 45 46 70,25,2,11,44,45,46,70
2020-10-09,05 11 25 27 64,13,2,5,11,25,27,64
2020-10-06,15 16 18 39 59,17,3,15,16,18,39,59
2020-10-02,09 38 47 49 68,25,2,9,38,47,49,68
2020-09-29,14 39 43 44 67,19,3,14,39,43,44,67
2020-09-25,20 36 37 48 67,16,2,20,36,37,48,67
2020-09-22,36 43 44 55 68,12,4,36,43,44,55,68
2020-09-18,26 29 41 52 64,11,3,26,29,41,52,64
2020-09-15,25 28 38 59 62,22,4,25,28,38,59,62
2020-09-11,03 15 42 48 56,13,2,3,15,42,48,56
2020-09-08,07 10 15 31 57,21,2,7,10,15,31,57
2020-09-04,19 22 24 28 53,25,3,19,22,24,28,53
2020-09-01,15 25 26 38 47,22,4,15,25,26,38,47
2020-08-28,03 09 50 53 64,1,3,3,9,50,53,64
2020-08-25,08 10 15 17 57,12,3,8,10,15,17,57
2020-08-21,11 15 31 42 63,14,2,11,15,31,42,63
2020-08-18,04 18 26 27 58,23,4,4,18,26,27,58
2020-08-14,03 24 29 42 47,13,2,3,24,29,42,47
2020-08-11,08 22 29 43 56,9,4,8,22,29,43,56
2020-08-07,04 44 53 64 70,3,2,4,44,53,64,70
2020-08-04,02 22 30 42 62,20,3,2,22,30,42,62
2020-07-31,12 35 46 48 69,23,2,12,35,46,48,69
2020-07-28,17 20 27 31 34,19,4,17,20,27,31,34
2020-07-24,08 33 39 54 58,17,3,8,33,39,54,58
2020-07-21,14 25 26 41 43,15,3,14,25,26,41,43
2020-07-17,12 13 21 46 57,21,3,12,13,21,46,57
2020-07-14,06 26 55 56 64,22,4,6,26,55,56,64
2020-07-10,10 15 20 49 53,22,5,10,15,20,49,53
2020-07-07,16 20 25 30 43,18,3,16,20,25,30,43
2020-07-03,20 40 44 45 50,24,2,20,40,44,45,50
2020-06-30,09 16 29 37 53,11,2,9,16,29,37,53
2020-06-26,19 33 37 56 57,6,2,19,33,37,56,57
2020-06-23,06 20 37 40 48,15,3,6,20,37,40,48
2020-06-19,11 34 36 52 66,7,2,11,34,36,52,66
2020-06-16,21 23 33 35 42,6,3,21,23,33,35,42
2020-06-12,09 14 57 67 70,2,3,9,14,57,67,70
2020-06-09,01 05 09 10 23,22,2,1,5,9,10,23
2020-06-05,32 35 37 47 55,22,3,32,35,37,47,55
2020-06-02,09 20 23 26 29,8,3,9,20,23,26,29
2020-05-29,10 13 32 41 51,3,2,10,13,32,41,51
2020-05-26,34 52 58 59 62,4,3,34,52,58,59,62
2020-05-22,08 10 20 44 46,18,4,8,10,20,44,46
2020-05-19,08 19 25 36 66,9,2,8,19,25,36,66
2020-05-15,11 17 32 33 46,25,3,11,17,32,33,46
2020-05-12,07 16 27 44 52,5,5,7,16,27,44,52
2020-05-08,05 20 22 61 70,4,2,5,20,22,61,70
2020-05-05,07 13 17 21 45,14,2,7,13,17,21,45
2020-05-01,28 30 31 35 66,14,2,28,30,31,35,66
2020-04-28,13 19 53 54 63,17,3,13,19,53,54,63
2020-04-24,01 27 32 60 67,18,2,1,27,32,60,67
2020-04-21,13 15 24 67 70,17,2,13,15,24,67,70
2020-04-17,13 35 39 46 55,14,4,13,35,39,46,55
2020-04-14,29 47 65 69 70,7,4,29,47,65,69,70
2020-04-10,02 11 21 57 60,13,2,2,11,21,57,60
2020-04-07,25 33 43 51 68,20,2,25,33,43,51,68
2020-04-03,24 38 44 57 58,17,4,24,38,44,57,58
2020-03-31,08 17 51 57 70,2,4,8,17,51,57,70
2020-03-27,03 25 28 50 60,1,4,3,25,28,50,60
2020-03-24,02 08 16 18 31,14,2,2,8,16,18,31
2020-03-20,34 35 41 45 54,5,4,34,35,41,45,54
2020-03-17,20 27 28 58 59,25,3,20,27,28,58,59
2020-03-13,07 22 37 43 44,22,4,7,22,37,43,44
2020-03-10,06 17 48 54 69,12,5,6,17,48,54,69
2020-03-06,15 48 56 58 70,4,4,15,48,56,58,70
2020-03-03,08 12 33 56 64,2,2,8,12,33,56,64
2020-02-28,02 03 14 41 64,17,2,2,3,14,41,64
2020-02-25,02 09 43 49 63,15,2,2,9,43,49,63
2020-02-21,04 07 13 16 60,6,4,4,7,13,16,60
2020-02-18,06 12 39 61 70,4,3,6,12,39,61,70
2020-02-14,10 32 48 54 55,18,5,10,32,48,54,55
2020-02-11,04 06 32 52 64,6,2,4,6,32,52,64
2020-02-07,09 14 27 36 52,4,3,9,14,27,36,52
2020-02-04,32 48 50 51 64,10,2,32,48,50,51,64
2020-01-31,28 31 33 57 62,19,2,28,31,33,57,62
2020-01-28,17 36 47 51 62,21,3,17,36,47,51,62
2020-01-24,03 04 18 23 38,24,4,3,4,18,23,38
2020-01-21,16 18 29 31 37,8,3,16,18,29,31,37
2020-01-17,03 25 30 54 70,9,3,3,25,30,54,70
2020-01-14,09 11 13 31 47,11,2,9,11,13,31,47
2020-01-10,17 27 49 51 66,2,2,17,27,49,51,66
2020-01-07,25 40 41 52 56,21,4,25,40,41,52,56
2020-01-03,37 41 42 53 63,16,2,37,41,42,53,63
2019-12-31,30 44 49 53 56,11,3,30,44,49,53,56
2019-12-27,17 34 40 63 64,24,4,17,34,40,63,64
2019-12-24,27 37 48 63 66,11,2,27,37,48,63,66
2019-12-20,03 20 23 35 60,16,3,3,20,23,35,60
2019-12-17,22 30 53 55 56,16,2,22,30,53,55,56
2019-12-13,17 21 29 39 56,22,3,17,21,29,39,56
2019-12-10,18 31 46 54 61,25,2,18,31,46,54,61
2019-12-06,20 31 40 46 61,20,5,20,31,40,46,61
2019-12-03,23 43 60 63 69,19,2,23,43,60,63,69
2019-11-29,06 08 31 50 65,9,2,6,8,31,50,65
2019-11-26,08 27 29 38 43,13,2,8,27,29,38,43
2019-11-22,07 12 17 49 53,24,4,7,12,17,49,53
2019-11-19,22 43 44 47 66,22,3,22,43,44,47,66
2019-11-15,12 19 34 35 68,20,2,12,19,34,35,68
2019-11-12,19 30 44 56 65,24,2,19,30,44,56,65
2019-11-08,03 04 10 39 58,14,3,3,4,10,39,58
2019-11-05,02 09 24 49 54,19,3,2,9,24,49,54
2019-11-01,09 20 36 41 54,22,2,9,20,36,41,54
2019-10-29,04 09 17 27 39,22,2,4,9,17,27,39
2019-10-25,16 24 25 52 60,6,3,16,24,25,52,60
2019-10-22,05 11 14 23 25,10,4,5,11,14,23,25
2019-10-18,18 58 60 65 67,20,3,18,58,60,65,67
2019-10-15,04 12 14 35 70,2,2,4,12,14,35,70
2019-10-11,14 22 30 37 60,8,3,14,22,30,37,60
2019-10-08,05 08 10 17 48,23,3,5,8,10,17,48
2019-10-04,11 38 44 48 70,17,2,11,38,44,48,70
2019-10-01,10 17 39 42 59,3,2,10,17,39,42,59
2019-09-27,12 20 31 43 45,20,3,12,20,31,43,45
2019-09-24,06 14 24 42 46,9,4,6,14,24,42,46
2019-09-20,23 24 42 48 53,22,2,23,24,42,48,53
2019-09-17,12 15 30 50 65,1,4,12,15,30,50,65
2019-09-13,06 16 37 59 62,5,2,6,16,37,59,62
2019-09-10,34 47 48 50 55,24,2,34,47,48,50,55
2019-09-06,04 11 13 19 31,10,4,4,11,13,19,31
2019-09-03,13 20 27 61 62,5,2,13,20,27,61,62
2019-08-30,03 09 11 34 39,10,4,3,9,11,34,39
2019-08-27,08 12 23 39 43,6,2,8,12,23,39,43
2019-08-23,11 15 37 54 68,21,2,11,15,37,54,68
2019-08-20,08 14 25 51 63,4,3,8,14,25,51,63
2019-08-16,04 14 24 26 46,14,2,4,14,24,26,46
2019-08-13,07 27 31 34 51,5,3,7,27,31,34,51
2019-08-09,15 53 56 59 63,1,2,15,53,56,59,63
2019-08-06,11 17 31 43 55,16,2,11,17,31,43,55
2019-08-02,11 20 26 48 70,19,2,11,20,26,48,70
2019-07-30,10 24 28 33 38,6,3,10,24,28,33,38
2019-07-26,04 06 11 43 48,11,3,4,6,11,43,48
2019-07-23,01 04 23 40 45,11,2,1,4,23,40,45
2019-07-19,16 18 28 33 67,14,3,16,18,28,33,67
2019-07-16,08 16 31 48 52,23,3,8,16,31,48,52
2019-07-12,08 25 38 56 59,7,2,8,25,38,56,59
2019-07-09,12 26 40 48 64,1,2,12,26,40,48,64
2019-07-05,06 38 47 57 63,12,2,6,38,47,57,63
2019-07-02,03 25 37 40 55,13,2,3,25,37,40,55
2019-06-28,02 35 49 53 63,1,2,2,35,49,53,63
2019-06-25,24 33 45 47 61,17,3,24,33,45,47,61
2019-06-21,13 30 36 48 62,18,3,13,30,36,48,62
2019-06-18,12 14 22 24 48,21,2,12,14,22,24,48
2019-06-14,19 40 47 57 65,6,2,19,40,47,57,65
2019-06-11,20 34 39 43 57,13,3,20,34,39,43,57
2019-06-07,17 19 27 40 68,2,3,17,19,27,40,68
2019-06-04,25 37 46 48 68,25,2,25,37,46,48,68
2019-05-31,07 08 26 65 67,4,3,7,8,26,65,67
2019-05-28,09 21 34 42 50,21,2,9,21,34,42,50
2019-05-24,14 41 44 56 62,10,2,14,41,44,56,62
2019-05-21,10 50 55 56 58,15,5,10,50,55,56,58
2019-05-17,05 17 28 32 63,11,3,5,17,28,32,63
2019-05-14,11 59 66 67 68,18,4,11,59,66,67,68
2019-05-10,03 16 21 61 62,19,2,3,16,21,61,62
2019-05-07,03 06 34 54 63,19,3,3,6,34,54,63
2019-05-03,08 16 22 66 68,11,2,8,16,22,66,68
2019-04-30,24 37 41 61 70,20,3,24,37,41,61,70
2019-04-26,09 17 23 30 46,10,4,9,17,23,30,46
2019-04-23,07 24 30 48 67,9,4,7,24,30,48,67
2019-04-19,18 25 43 44 57,25,4,18,25,43,44,57
2019-04-16,11 29 34 48 54,10,2,11,29,34,48,54
2019-04-12,01 24 25 40 70,4,2,1,24,25,40,70
2019-04-09,11 22 34 44 58,9,2,11,22,34,44,58
2019-04-05,08 22 24 38 64,21,2,8,22,24,38,64
2019-04-02,33 47 58 59 64,25,3,33,47,58,59,64
2019-03-29,05 14 15 62 66,3,3,5,14,15,62,66
2019-03-26,04 14 22 43 58,9,3,4,14,22,43,58
2019-03-22,07 36 58 60 62,10,3,7,36,58,60,62
2019-03-19,10 42 53 67 68,15,3,10,42,53,67,68
2019-03-15,03 29 56 62 64,4,3,3,29,56,62,64
2019-03-12,10 12 16 49 57,18,4,10,12,16,49,57
2019-03-08,04 09 42 62 68,7,4,4,9,42,62,68
2019-03-05,15 20 32 37 52,6,3,15,20,32,37,52
2019-03-01,29 33 39 60 66,21,2,29,33,39,60,66
2019-02-26,10 12 14 24 60,20,3,10,12,14,24,60
2019-02-22,18 24 31 34 55,4,4,18,24,31,34,55
2019-02-19,17 24 34 56 65,3,2,17,24,34,56,65
2019-02-15,10 38 40 43 65,12,2,10,38,40,43,65
2019-02-12,15 32 39 50 65,7,3,15,32,39,50,65
2019-02-08,14 24 31 42 48,13,3,14,24,31,42,48
2019-02-05,03 34 36 59 66,7,2,3,34,36,59,66
2019-02-01,02 37 48 66 68,11,5,2,37,48,66,68
2019-01-29,10 33 53 54 62,22,2,10,33,53,54,62
2019-01-25,08 16 30 38 61,10,2,8,16,30,38,61
2019-01-22,04 15 37 59 64,16,5,4,15,37,59,64
2019-01-18,02 43 48 62 64,24,3,2,43,48,62,64
2019-01-15,29 52 58 60 62,7,2,29,52,58,60,62
2019-01-11,04 05 31 62 69,20,3,4,5,31,62,69
2019-01-08,13 26 29 38 64,5,5,13,26,29,38,64
2019-01-04,21 29 35 54 60,15,4,21,29,35,54,60
2019-01-01,34 44 57 62 70,14,4,34,44,57,62,70
2018-12-28,09 10 25 37 38,21,2,9,10,25,37,38
2018-12-25,02 08 42 43 50,6,3,2,8,42,43,50
2018-12-21,10 13 61 62 70,5,3,10,13,61,62,70
2018-12-18,13 22 32 60 69,9,3,13,22,32,60,69
2018-12-14,05 22 26 43 49,23,4,5,22,26,43,49
2018-12-11,04 38 39 54 59,12,2,4,38,39,54,59
2018-12-07,04 10 20 33 57,13,3,4,10,20,33,57
2018-12-04,28 31 41 42 50,4,3,28,31,41,42,50
2018-11-30,25 28 40 43 63,19,3,25,28,40,43,63
2018-11-27,12 24 37 42 57,18,4,12,24,37,42,57
2018-11-23,07 10 30 33 59,23,4,7,10,30,33,59
2018-11-20,10 16 31 42 66,10,3,10,16,31,42,66
2018-11-16,33 36 63 68 69,16,3,33,36,63,68,69
2018-11-13,34 46 57 65 69,11,3,34,46,57,65,69
2018-11-09,08 14 27 57 67,5,4,8,14,27,57,67
2018-11-06,28 34 37 56 69,12,2,28,34,37,56,69
2018-11-02,03 23 28 46 62,16,2,3,23,28,46,62
2018-10-30,20 31 39 46 49,23,2,20,31,39,46,49
2018-10-26,01 28 61 62 63,5,4,1,28,61,62,63
2018-10-23,05 28 62 65 70,5,3,5,28,62,65,70
2018-10-19,15 23 53 65 70,7,2,15,23,53,65,70
2018-10-16,03 45 49 61 69,9,5,3,45,49,61,69
2018-10-12,04 24 46 61 70,7,3,4,24,46,61,70
2018-10-09,20 22 39 54 60,18,3,20,22,39,54,60
2018-10-05,27 28 32 41 69,12,2,27,28,32,41,69
2018-10-02,02 22 29 31 34,1,3,2,22,29,31,34
2018-09-28,39 45 52 56 59,15,3,39,45,52,56,59
2018-09-25,08 16 32 48 61,12,2,8,16,32,48,61
2018-09-21,01 02 11 52 64,9,4,1,2,11,52,64
2018-09-18,31 32 43 63 68,17,2,31,32,43,63,68
2018-09-14,23 30 40 43 66,13,4,23,30,40,43,66
2018-09-11,15 30 51 62 67,19,2,15,30,51,62,67
2018-09-07,08 10 41 54 68,10,2,8,10,41,54,68
2018-09-04,02 07 25 35 44,3,3,2,7,25,35,44
2018-08-31,07 18 29 32 45,17,3,7,18,29,32,45
2018-08-28,03 20 33 34 41,20,3,3,20,33,34,41
2018-08-24,01 06 13 18 49,8,2,1,6,13,18,49
2018-08-21,14 16 19 38 57,11,3,14,16,19,38,57
2018-08-17,01 31 32 47 56,3,2,1,31,32,47,56
2018-08-14,11 26 44 45 46,11,2,11,26,44,45,46
2018-08-10,01 03 12 22 42,6,5,1,3,12,22,42
2018-08-07,02 13 15 21 62,2,5,2,13,15,21,62
2018-08-03,09 28 30 54 60,2,2,9,28,30,54,60
2018-07-31,12 15 35 64 69,9,2,12,15,35,64,69
2018-07-27,01 32 40 49 63,20,3,1,32,40,49,63
2018-07-24,01 02 04 19 29,20,3,1,2,4,19,29
2018-07-20,01 14 30 44 62,1,2,1,14,30,44,62
2018-07-17,40 41 61 66 67,12,5,40,41,61,66,67
2018-07-13,21 22 39 59 68,2,2,21,22,39,59,68
2018-07-10,01 17 28 56 70,14,3,1,17,28,56,70
2018-07-06,02 10 46 50 56,16,3,2,10,46,50,56
2018-07-03,13 35 45 49 68,23,2,13,35,45,49,68
2018-06-29,02 32 47 49 68,23,4,2,32,47,49,68
2018-06-26,17 25 29 39 60,19,2,17,25,29,39,60
2018-06-22,02 06 11 27 44,20,2,2,6,11,27,44
2018-06-19,11 13 28 65 70,14,3,11,13,28,65,70
2018-06-15,01 11 37 47 51,6,2,1,11,37,47,51
2018-06-12,01 03 05 08 70,3,2,1,3,5,8,70
2018-06-08,14 30 33 44 56,13,2,14,30,33,44,56
2018-06-05,22 33 41 48 52,4,2,22,33,41,48,52
2018-06-01,05 24 52 62 66,17,3,5,24,52,62,66
2018-05-29,02 11 55 58 67,2,3,2,11,55,58,67
2018-05-25,11 14 51 64 68,25,4,11,14,51,64,68
2018-05-22,16 17 21 36 48,9,3,16,17,21,36,48
2018-05-18,09 26 53 64 66,11,2,9,26,53,64,66
2018-05-15,21 34 44 49 61,21,2,21,34,44,49,61
2018-05-11,14 38 40 53 70,22,3,14,38,40,53,70
2018-05-08,08 15 39 64 67,13,2,8,15,39,64,67
2018-05-04,04 05 10 12 18,21,4,4,5,10,12,18
2018-05-01,02 07 20 55 70,1,4,2,7,20,55,70
2018-04-27,02 29 38 63 66,11,2,2,29,38,63,66
2018-04-24,03 19 31 32 48,10,3,3,19,31,32,48
2018-04-20,01 15 18 32 45,4,2,1,15,18,32,45
2018-04-17,12 34 44 47 65,22,4,12,34,44,47,65
2018-04-13,08 09 32 42 59,10,4,8,9,32,42,59
2018-04-10,05 13 31 43 53,20,2,5,13,31,43,53
2018-04-06,16 33 51 54 67,20,4,16,33,51,54,67
2018-04-03,04 29 39 42 62,14,2,4,29,39,42,62
2018-03-30,11 28 31 46 59,1,3,11,28,31,46,59
2018-03-27,07 25 43 56 59,13,3,7,25,43,56,59
2018-03-23,04 08 23 53 59,17,3,4,8,23,53,59
2018-03-20,14 38 51 64 70,9,3,14,38,51,64,70
2018-03-16,01 13 26 33 52,11,3,1,13,26,33,52
2018-03-13,06 30 58 60 61,17,5,6,30,58,60,61
2018-03-09,07 17 18 46 66,22,4,7,17,18,46,66
2018-03-06,01 04 26 35 39,22,5,1,4,26,35,39
2018-03-02,24 28 42 60 64,8,4,24,28,42,60,64
2018-02-27,10 17 21 38 43,23,3,10,17,21,38,43
2018-02-23,07 11 13 19 58,9,4,7,11,13,19,58
2018-02-20,17 19 23 24 43,14,3,17,19,23,24,43
2018-02-16,14 38 48 53 58,16,3,14,38,48,53,58
2018-02-13,05 12 15 46 49,1,4,5,12,15,46,49
2018-02-09,28 34 41 46 47,14,3,28,34,41,46,47
2018-02-06,14 17 25 48 58,25,3,14,17,25,48,58
2018-02-02,01 04 14 17 40,4,3,1,4,14,17,40
2018-01-30,29 41 42 49 57,24,3,29,41,42,49,57
2018-01-26,10 16 27 38 43,1,4,10,16,27,38,43
2018-01-23,02 06 30 31 55,7,4,2,6,30,31,55
2018-01-19,03 17 23 49 66,23,3,3,17,23,49,66
2018-01-16,03 11 23 29 59,18,3,3,11,23,29,59
2018-01-12,17 18 33 46 60,24,4,17,18,33,46,60
2018-01-09,16 29 31 65 67,23,3,16,29,31,65,67
2018-01-05,28 30 39 59 70,10,3,28,30,39,59,70
2018-01-02,01 42 47 64 70,22,4,1,42,47,64,70
2017-12-29,04 10 18 28 62,7,2,4,10,18,28,62
2017-12-26,10 12 20 38 41,25,4,10,12,20,38,41
2017-12-22,01 20 30 33 42,16,4,1,20,30,33,42
2017-12-19,28 37 39 42 58,2,3,28,37,39,42,58
2017-12-15,04 12 36 44 57,19,4,4,12,36,44,57
2017-12-12,08 23 24 25 27,9,2,8,23,24,25,27
2017-12-08,06 37 46 60 70,24,2,6,37,46,60,70
2017-12-05,14 15 37 42 67,22,4,14,15,37,42,67
2017-12-01,16 22 40 41 59,8,4,16,22,40,41,59
2017-11-28,10 17 47 51 61,5,2,10,17,47,51,61
2017-11-24,16 36 54 61 64,22,3,16,36,54,61,64
2017-11-21,03 07 22 27 50,3,3,3,7,22,27,50
2017-11-17,03 26 55 58 70,15,4,3,26,55,58,70
2017-11-14,01 14 21 22 28,19,3,1,14,21,22,28
2017-11-10,06 23 38 42 58,24,2,6,23,38,42,58
2017-11-07,01 54 60 68 69,11,4,1,54,60,68,69
2017-11-03,10 22 42 61 69,3,2,10,22,42,61,69
2017-10-31,06 28 31 52 53,12,4,6,28,31,52,53
